"Other Crops: Volume of Production, by Region and by Province, by Quarter and Semester, 2020-2024",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Crop,Geolocation,2020 Semester1,2020 Semester2,2020 Annual,2021 Semester1,2021 Semester2,2021 Annual,2022 Semester1,2022 Semester2,2022 Annual,2023 Semester1,2023 Semester2,2023 Annual,2024 Semester1,2024 Semester2,2024 Annual
Papaya,..REGION VII (CENTRAL VISAYAS),266.02,265.02,266.02,277.02,257.52,277.02,238.78,243.26,243.26,299.44,240.44,299.44,164.84,163.85,164.84
Papaya,..REGION VIII (EASTERN VISAYAS),381,378,382,384.16,384.16,387.16,377.53,378.37,383.37,394.35,498.96,504.85,511.98,472.08,525.43
Papaya,..REGION IX (ZAMBOANGA PENINSULA),461.5,462.5,462.5,468,466,471,468.02,468.98,469.02,479.48,481.48,487.98,449.41,448.91,449.41
Papaya,..REGION X (NORTHERN MINDANAO),694.9,694.9,703.4,729.61,693,741.61,647.15,655.63,655.66,640.97,653.2,653.23,644.82,649.98,653.08
Papaya,..REGION XI (DAVAO REGION),498.28,498.26,498.28,505.69,506.2,506.2,505.28,505.28,505.28,516.74,502.79,518.62,502.64,501.23,505.33
Papaya,..REGION XII (SOCCSKSARGEN),1316,1343,1350,1319.2,1325.7,1325.7,1289,1288.59,1289,1297.29,1318.61,1323.59,1322.72,1347.2,1348.62
Papaya,..BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM) 1/,152.5,157.89,159.9,159.89,158.87,160.88,159.05,159.45,159.7,160.3,161.92,162.62,174.24,162.08,178.19
Papaya Hawaiian,..CORDILLERA ADMINISTRATIVE REGION (CAR),65.1,65,66.1,65.2,65.75,67.2,68.21,70,70.21,69.6,37,71.2,124.1,86.88,124.38
Papaya Hawaiian,..REGION I (ILOCOS REGION),118.2,120.79,120.79,120.79,120.04,120.79,120.04,119.04,120.04,118.83,108.05,118.83,108.05,108.05,108.05
Papaya Hawaiian,..REGION II (CAGAYAN VALLEY),30.3,30.31,30.31,35.3,34.9,35.4,39.6,41.9,41.9,43.58,42.08,44.08,45.58,46.08,46.58
Papaya Hawaiian,..REGION III (CENTRAL LUZON),174.7,199.66,199.7,200.07,199.64,200.09,198.31,198.51,198.51,198.51,197.01,200.01,292.62,196.82,292.82
Papaya Hawaiian,..REGION IV-A (CALABARZON),287.98,284,288,282,284,284,287,287,287,272.4,272.4,272.4,268.28,268.46,268.46
Papaya Hawaiian,..MIMAROPA REGION,120.13,116.85,120.13,119.73,104.18,119.77,106.05,104.2,106.05,105.9,98.3,106.34,105.66,98.37,105.71
Papaya Hawaiian,..REGION V (BICOL REGION),329.31,297.27,329.36,329.15,297.27,329.15,329.28,293.37,329.28,293.37,293.35,293.37,260.94,264.94,267.94
Papaya Hawaiian,..REGION VI (WESTERN VISAYAS),383,404,404,393,394,394,397,399.5,399.5,399.5,399.5,399.5,368.5,373.5,373.5
Papaya Hawaiian,..NEGROS ISLAND REGION (NIR) 2/,..,..,..,..,..,..,..,..,..,..,..,..,118,117.5,118
Papaya Hawaiian,..REGION VII (CENTRAL VISAYAS),222.5,221.5,222.5,235,224,235,209.52,214,214,270.68,212.97,270.68,110.9,110,110.9
Papaya Hawaiian,..REGION VIII (EASTERN VISAYAS),190,188,190,190.85,189.85,191.85,190.83,190.2,192.2,200.15,253.2,255.35,260.05,240.07,267.07
Papaya Hawaiian,..REGION IX (ZAMBOANGA PENINSULA),205.5,205.5,205.5,210.5,205.5,210.5,210.51,210.49,210.51,211.99,219.99,219.99,209.99,209.99,209.99
Papaya Hawaiian,..REGION X (NORTHERN MINDANAO),501.2,508.2,508.2,543.91,516.3,554.41,472.77,481.28,481.28,474.29,482.26,482.29,474.78,482.78,482.78
Papaya Hawaiian,..REGION XI (DAVAO REGION),83.11,83.11,83.11,83.11,83.31,83.31,83.02,83.02,83.02,79.79,81.66,81.66,81.45,82.54,84.14
Papaya Hawaiian,..REGION XII (SOCCSKSARGEN),517,538,543,537.2,542.2,542.2,534.2,534,534.2,539,547.04,549,548.8,574,574
Papaya Hawaiian,..BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM) 1/,26.8,29.99,30,30,30.57,30.58,30.4,31,31,31.04,31.04,31.04,30.87,31.29,32.82
Papaya Native,..CORDILLERA ADMINISTRATIVE REGION (CAR),92.95,89,93,93,88.8,93,95,91,95,96,77.37,100.97,101.81,107.89,107.89
Papaya Native,..REGION I (ILOCOS REGION),172.72,174.72,174.72,174.72,174.97,174.97,174.97,173.97,174.97,198.53,164.14,198.86,163.81,163.81,163.81
Papaya Native,..REGION II (CAGAYAN VALLEY),316.5,315.92,316.5,304.5,308.8,309.5,306.8,308.75,308.75,308.25,305.25,308.25,308.25,308.25,308.25
Papaya Native,..REGION III (CENTRAL LUZON),523.05,425.03,523.1,495.1,424.86,495.23,489.23,489.23,489.23,489.23,503.83,503.83,489.82,441.1,489.82
Papaya Native,..REGION IV-A (CALABARZON),355.32,336,355.32,339,350,350,351,355,355,356,356,356,357,356,357
Papaya Native,..MIMAROPA REGION,244.67,226.75,244.67,230.43,185.53,231.03,186.11,185.92,187.15,220.95,196.09,227.8,189.25,194.35,195.27
Papaya Native,..REGION V (BICOL REGION),207.9,152.69,208.2,207.7,152.66,207.7,208.28,149.79,208.28,149.79,149.85,149.85,111.68,129.8,130.8
Papaya Native,..REGION VI (WESTERN VISAYAS),274.5,278.5,278.5,275.5,275.5,275.5,277.53,278,278.03,278.5,278.5,278.5,161.5,162.5,162.5
Papaya Native,..NEGROS ISLAND REGION (NIR) 2/,..,..,..,..,..,..,..,..,..,..,..,..,132.5,132.5,132.5
Papaya Native,..REGION VII (CENTRAL VISAYAS),21.5,21.5,21.5,22,20,22,16.74,16.74,16.74,16.74,16.24,16.74,43.55,43.55,43.55
Papaya Native,..REGION VIII (EASTERN VISAYAS),179,177,179,179.31,180.31,181.31,174.7,177.17,179.17,181.7,182.76,186.5,187.06,193.49,193.49
Papaya Native,..REGION IX (ZAMBOANGA PENINSULA),227.5,227.5,227.5,227.5,230.5,230.5,227.51,227.49,227.51,235.05,230.49,235.55,208.42,207.92,208.42
Papaya Native,..REGION X (NORTHERN MINDANAO),143.2,138.7,143.2,137.2,134.7,138.2,131.18,131.15,131.18,124.68,127.44,127.44,127.54,127.7,127.8
Papaya Native,..REGION XI (DAVAO REGION),275.92,275.9,275.92,275.88,275.9,275.9,275.8,275.8,275.8,274.66,274.67,274.67,274.72,272.72,274.72
Papaya Native,..REGION XII (SOCCSKSARGEN),403,402,404,370,370,370,341,340.79,341,341.79,339.77,342.79,342.62,342.2,342.62
Papaya Native,..BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM) 1/,98.7,97.9,99.9,99.9,98.3,100.3,98.6,98.45,98.65,99.23,100.85,101.55,110.92,100.23,112.92
Papaya Solo,..CORDILLERA ADMINISTRATIVE REGION (CAR),1.9,2,2,2,1.9,2,2,1.8,2,2,2.01,2.01,2,2,2
Papaya Solo,..REGION I (ILOCOS REGION),13.2,14.2,14.2,13.2,14.18,14.2,14.18,13.18,14.18,13.5,13.74,14.59,12.65,13.74,13.74
Papaya Solo,..REGION II (CAGAYAN VALLEY),2.5,2.5,2.5,2,2,2,1.5,1.5,1.5,1.2,1.59,1.59,2.09,2.09,2.09
Papaya Solo,..REGION III (CENTRAL LUZON),59,54,59,54,54,54,54,54,54,54,54,54,54,54,54
Papaya Solo,..REGION IV-A (CALABARZON),0,0,0,0,0,0,0,0,0,0,0,0,8,8.08,8.08
Papaya Solo,..MIMAROPA REGION,2.5,1.25,2.5,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1,1.25,1.68,1.68,1.68
Papaya Solo,..REGION V (BICOL REGION),2,2,2,2,2,2,2,2,2,2,3,3,5.99,4.99,5.99
Papaya Solo,..REGION VI (WESTERN VISAYAS),14,11,16,6,6,6,7,7.5,7.5,7.5,7.5,7.5,8.55,8.55,8.55
Papaya Solo,..NEGROS ISLAND REGION (NIR) 2/,..,..,..,..,..,..,..,..,..,..,..,..,1.02,0.77,1.02
Papaya Solo,..REGION VII (CENTRAL VISAYAS),22.02,22.02,22.02,20.02,13.52,20.02,12.52,12.52,12.52,12.02,11.23,12.02,10.39,10.3,10.39
Papaya Solo,..REGION VIII (EASTERN VISAYAS),12,13,13,14,14,14,12,11,12,12.5,63,63,64.87,38.52,64.87
Papaya Solo,..REGION IX (ZAMBOANGA PENINSULA),28.5,29.5,29.5,30,30,30,30,31,31,32.44,31,32.44,31,31,31
Papaya Solo,..REGION X (NORTHERN MINDANAO),50.5,48,52,48.5,42,49,43.2,43.2,43.2,42,43.5,43.5,42.5,39.5,42.5
Papaya Solo,..REGION XI (DAVAO REGION),139.25,139.25,139.25,146.7,146.99,146.99,146.46,146.46,146.46,162.29,146.46,162.29,146.47,145.97,146.47
Papaya Solo,..REGION XII (SOCCSKSARGEN),396,403,403,412,413.5,413.5,413.8,413.8,413.8,416.5,431.8,431.8,431.3,431,432
Papaya Solo,..BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM) 1/,27,30,30,29.99,30,30,30.05,30,30.05,30.03,30.03,30.03,32.45,30.56,32.45
Pineapple,..CORDILLERA ADMINISTRATIVE REGION (CAR),101.34,75,101.34,101,77,104,107.05,77,110.05,107,107,107,116.95,116.95,116.95
Pineapple,..REGION I (ILOCOS REGION),24.08,24.08,24.08,24.08,23.66,24.11,23.84,23.08,23.87,25.55,24.47,25.55,22.15,24.37,24.37
Pineapple,..REGION II (CAGAYAN VALLEY),1303,1304,1304,1277,1282.65,1283,1288.1,1303,1306.55,1348.99,1346.06,1350.99,1339.32,1355.07,1355.07
Pineapple,..REGION III (CENTRAL LUZON),221.1,243,248.1,246.1,242,248.1,246.85,243.06,248.5,259.55,253.88,259.55,246.7,248.35,248.35
Pineapple,..REGION IV-A (CALABARZON),4245.3,4027,4256.23,4021.06,4031.5,4031.99,4029.5,3989.5,4039.5,3990.5,3990.5,3990.5,3993.8,3981.8,3993.8
Pineapple,..MIMAROPA REGION,121.5,121.5,121.5,133.2,110.19,134,118.12,110.5,118.43,130.22,115.23,130.22,95.19,91.26,97.19
Pineapple,..REGION V (BICOL REGION),2866.29,4609.2,4609.43,2868.41,5010,5015,2863,4997.48,5006.48,4997.48,5009.6,5009.6,3195.72,3207.72,3207.72
Pineapple,..REGION VI (WESTERN VISAYAS),852,854.7,855,857.7,859.7,861.7,852.6,855.1,855.1,867.1,866.1,867.1,467.28,466.26,467.29
Pineapple,..NEGROS ISLAND REGION (NIR) 2/,..,..,..,..,..,..,..,..,..,..,..,..,719.91,879.29,879.29
Pineapple,..REGION VII (CENTRAL VISAYAS),437.45,462.25,462.55,475.4,510.92,510.92,540.69,540.83,540.83,540.66,540.47,540.73,90,91,91
Pineapple,..REGION VIII (EASTERN VISAYAS),675.1,661,675.1,683,666,683,659.5,657.13,672.63,706.21,609.26,757.9,784.57,831.76,831.76
Pineapple,..REGION IX (ZAMBOANGA PENINSULA),204.5,204.5,204.5,209.5,204.58,209.58,209.7,209.49,209.7,217.03,209.47,217.03,206.48,206.33,206.48
Pineapple,..REGION X (NORTHERN MINDANAO),26398.18,27310.83,27349.3,26398.17,27357.85,27398.24,27357.73,28424.25,28429.25,27433.35,29702.94,29704.94,29722.86,29721.94,29722.94
Pineapple,..REGION XI (DAVAO REGION),1801.5,1798.68,1801.5,1806.69,1806.69,1806.69,1806.87,1805.61,1806.87,1807.26,1804.12,1807.26,1802.24,1803.35,1803.35
Pineapple,..REGION XII (SOCCSKSARGEN),24449,24439,24519,24481,24481,24481,24036,24021,24036,24032,23709,24037,24057,23898,24150
Pineapple,..BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM) 1/,91.5,86.99,91.5,91,86.49,91,90.2,87.09,90.2,90.3,100.85,109,113.74,83.54,113.74
Pomelo,..CORDILLERA ADMINISTRATIVE REGION (CAR),132,133,133,132,133,133,133,134,134,132,133.77,134,73,134,134
Pomelo,..REGION I (ILOCOS REGION),77.38,77.38,77.38,77.38,77.38,77.38,77.38,77.38,77.38,77.38,75.97,77.38,76.38,75.38,76.38
Pomelo,..REGION II (CAGAYAN VALLEY),778.72,779.15,779.15,780.72,784.1,784.1,782.1,784.1,784.1,794.89,793.99,794.99,793.99,793.6,793.99
Pomelo,..REGION III (CENTRAL LUZON),89,88,90.5,89.56,88,90.56,86.89,86.88,86.89,89.5,86.59,89.5,86.9,83.99,86.9
Pomelo,..REGION IV-A (CALABARZON),150,151,151,149,149,149,149,149,149,149,149,149,149,149,149
Pomelo,..MIMAROPA REGION,70.65,70.73,71.05,71.75,69.71,72.29,69.45,68.84,69.7,80.06,74.88,80.31,82.23,80.84,84.23
Pomelo,..REGION V (BICOL REGION),202.24,235,235.24,202,233,235.16,201.89,233.21,235.21,233.16,233.07,233.16,205.8,204.6,207.76
Pomelo,..REGION VI (WESTERN VISAYAS),239.5,239.5,239.5,239.5,239.5,239.5,240.75,240.75,240.75,241.25,241.25,241.25,226.25,230.8,230.8
Pomelo,..NEGROS ISLAND REGION (NIR) 2/,..,..,..,..,..,..,..,..,..,..,..,..,49.5,49.5,49.5
Pomelo,..REGION VII (CENTRAL VISAYAS),158,157.5,158,155.5,150.5,155.5,150.45,152.5,152.5,158,184.25,189.25,265,265,265
Pomelo,..REGION VIII (EASTERN VISAYAS),50.9,53.2,53.2,51.3,51.1,53.2,48.32,51.27,51.27,51.2,51.4,53.5,49.38,51.5,51.5
Pomelo,..REGION IX (ZAMBOANGA PENINSULA),368.2,371.16,371.2,369.96,373.01,373.16,369.96,372.99,373.16,382.31,369.99,382.31,369.99,369.83,369.99
Pomelo,..REGION X (NORTHERN MINDANAO),337,342,342,342,347,347,342,347,347,347,347,347,347,347,347
Pomelo,..REGION XI (DAVAO REGION),1493.97,1497.97,1497.97,1497.97,1497.97,1497.97,1497.96,1497.96,1497.96,1488.06,1497.99,1497.99,1497.99,1498.01,1498.01
Pomelo,..REGION XII (SOCCSKSARGEN),304,439,440,441,483,483,571,572,572,592,497,592,587,572,587
Pomelo,..BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM) 1/,407.85,409.19,409.74,409.19,409.15,409.24,409.18,409.2,409.2,409.2,409.2,409.2,248.2,387.2,387.2
Rambutan,..CORDILLERA ADMINISTRATIVE REGION (CAR),53.1,69.04,69.04,63,70.3,70.3,69.3,70.5,70.5,70.3,112.49,112.49,66.25,82.11,82.11
Rambutan,..REGION I (ILOCOS REGION),50.66,50.66,50.66,50.66,51.94,51.94,51.94,51.94,51.94,53.13,88.55,88.55,74.38,75.38,75.38
Rambutan,..REGION II (CAGAYAN VALLEY),336,336,336,337,353,353,353,353.25,353.25,353.25,358.25,358.25,358.25,359.25,360.25
Rambutan,..REGION III (CENTRAL LUZON),70.12,72.12,72.12,72.12,72.12,72.12,72.12,72.12,72.12,72.12,73.07,73.07,15.29,61.89,73.24
Rambutan,..REGION IV-A (CALABARZON),808,814,814,811,812,812,811,810,812,809,863.81,863.81,818.29,818.29,818.29
Rambutan,..MIMAROPA REGION,861.4,851.4,861.4,861.4,858.3,861.4,858.3,856.9,858.3,857.52,950.78,970.53,886.03,897.73,898.03
Rambutan,..REGION V (BICOL REGION),14,15,15,14,15,15,14,14,14,14,188.66,188.66,15.57,75.53,75.53
Rambutan,..REGION VI (WESTERN VISAYAS),82,83,83,83,83,83,83,84.25,84.25,84.25,84.25,84.25,58.25,59.26,59.26
Rambutan,..NEGROS ISLAND REGION (NIR) 2/,..,..,..,..,..,..,..,..,..,..,..,..,63.6,63.6,63.6
Rambutan,..REGION VII (CENTRAL VISAYAS),55.6,55.6,55.6,55.6,57.6,57.6,53.6,53.6,53.6,53.6,68.67,68.67,48,50,50
Rambutan,..REGION VIII (EASTERN VISAYAS),32,35,36,34,36.5,37.5,28,32.45,33.45,34.6,33.92,36.4,38.2,41.52,41.52
Rambutan,..REGION IX (ZAMBOANGA PENINSULA),426,426,426,427,427,427,427,429.97,430,429.97,437.57,437.57,437.57,437.57,437.57
Rambutan,..REGION X (NORTHERN MINDANAO),193.4,193.03,193.4,193.4,193,193.4,193,193,193,193,314.3,314.3,314.3,316.3,316.3
Rambutan,..REGION XI (DAVAO REGION),647.5,639.5,647.5,639.5,639.5,639.5,638.48,636.02,639.48,638.47,635.06,638.47,634.46,634.51,634.51
Rambutan,..REGION XII (SOCCSKSARGEN),1175.45,1101,1181.45,1100,1107,1107,1108.25,1089.5,1109.5,1091.5,1093.6,1093.6,1092.1,1094,1094
Rambutan,..BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM) 1/,27,26,27,26,26,26,26.1,26,26.1,27,29.43,29.43,28.22,585.03,585.03
Tamarind,..CORDILLERA ADMINISTRATIVE REGION (CAR),11,10,11,11,10,11,11,10,11,11,11,11,10.2,10.29,10.29
Tamarind,..REGION I (ILOCOS REGION),884.5,884.5,884.5,884.5,884.5,884.5,879.5,879.5,879.5,879.5,869.51,879.5,869.51,869.5,870.5
Tamarind,..REGION II (CAGAYAN VALLEY),265.6,266,266,263.5,229,263.5,259,258,259,254.8,257,257.8,254,254,254
Tamarind,..REGION III (CENTRAL LUZON),184.12,189.24,189.32,185.34,190.24,190.34,189.99,189.99,189.99,189.99,222.04,222.04,217.02,218.02,218.02
Tamarind,..REGION IV-A (CALABARZON),72.96,72.96,72.96,70.96,70.96,70.96,70.96,70.96,70.96,70.96,70.96,70.96,66.96,66.96,66.96
Tamarind,..MIMAROPA REGION,86.43,85.31,86.43,84.83,77.85,85.48,77.7,77.66,77.7,77.7,43.91,77.7,55.45,56.07,56.07
Tamarind,..REGION V (BICOL REGION),184,67,184,184,64,184,184,45,184,175,159.54,187.54,48.54,30.54,48.54
Tamarind,..REGION VI (WESTERN VISAYAS),108,108,108,108,108,108,108,107.5,108,106.5,112.5,112.5,92.5,92.5,92.5
Tamarind,..NEGROS ISLAND REGION (NIR) 2/,..,..,..,..,..,..,..,..,..,..,..,..,45.75,45.75,45.75
Tamarind,..REGION VII (CENTRAL VISAYAS),104.85,104.85,104.85,104.75,98.75,104.75,86.75,86.75,86.75,84.75,43.05,86.75,15.3,15.3,15.3
Tamarind,..REGION VIII (EASTERN VISAYAS),20,20.8,21,20,21.6,22,19.1,22,22,22.64,12.55,22.64,17.5,17.55,17.55
Tamarind,..REGION IX (ZAMBOANGA PENINSULA),96,96,96,95.8,95.8,95.8,95.8,95.8,95.8,95.8,95.8,95.8,95.8,95,95.8
Tamarind,..REGION X (NORTHERN MINDANAO),10.18,10.2,10.23,9.4,8.95,9.45,8.95,8.95,8.95,8.95,10.25,10.25,10.3,10.3,10.3
Tamarind,..REGION XI (DAVAO REGION),117.15,114.35,117.4,116.88,116.88,116.88,116.72,116.86,116.86,116.06,116.72,116.72,116.72,116.47,116.72
Tamarind,..REGION XII (SOCCSKSARGEN),46,47,47,47,47,47,45.3,45.25,45.3,45.4,40.65,45.4,44.89,43.59,44.89
Tamarind,..BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM) 1/,3,3,3,3,3,3,3,3,3,3,0.8,3,1.17,1.17,1.17
Watermelon,..CORDILLERA ADMINISTRATIVE REGION (CAR),20.4,0,20.4,20.4,0,20.4,20.25,0,20.25,20.25,0.2,20.45,25.59,15.39,40.98
Watermelon,..REGION I (ILOCOS REGION),774.42,112.29,886.71,768.95,103.86,872.81,773.81,98.27,872.08,777.64,118.63,896.27,777.6,105.68,883.28
Watermelon,..REGION II (CAGAYAN VALLEY),309.3,11,320.3,330.5,14.45,344.95,339,15.48,354.48,346.95,229.01,575.96,352.51,224.7,577.21
Watermelon,..REGION III (CENTRAL LUZON),809.43,407.56,1216.99,812.34,399.34,1211.68,768.13,386.28,1154.41,748.95,404.4,1153.35,1279.37,387.28,1666.65
Watermelon,..REGION IV-A (CALABARZON),150.5,3,153.5,161,2,163,162,2,164,160.2,18.09,178.29,183.88,88.8,272.68
Watermelon,..MIMAROPA REGION,251.58,58.14,309.72,258.73,60.71,319.44,233.08,59.87,292.95,225.13,50.29,275.42,141.08,33.23,174.31
Watermelon,..REGION V (BICOL REGION),1155.88,36.94,1192.82,1155.77,36.9,1192.67,1142.2,36.9,1179.1,1142.2,25.07,1167.27,712.75,1358.99,2071.74
Watermelon,..REGION VI (WESTERN VISAYAS),2755,163.5,2918.5,2645,177.5,2822.5,1759,173,1932,1766,234.49,2000.49,1806.91,219.3,2026.21
Watermelon,..NEGROS ISLAND REGION (NIR) 2/,..,..,..,..,..,..,..,..,..,..,..,..,47.32,9.02,56.34
Watermelon,..REGION VII (CENTRAL VISAYAS),53.5,49.7,103.2,51.25,45.12,96.37,52.16,47.51,99.66,49.57,37.8,87.37,28.68,32,60.68
Watermelon,..REGION VIII (EASTERN VISAYAS),78,45.8,123.8,79,47.5,126.5,77.11,45.65,122.75,89.81,66.33,156.14,125.2,116.42,241.62
Watermelon,..REGION IX (ZAMBOANGA PENINSULA),41.5,9,50.5,43,9,52,42.99,8.5,51.49,43.33,44.98,88.31,74.46,39.14,113.61
Watermelon,..REGION X (NORTHERN MINDANAO),152,177.92,329.92,144,176.62,320.62,137.1,168.45,305.55,143.96,341.37,485.33,366.21,356.24,722.45
Watermelon,..REGION XI (DAVAO REGION),131,138.47,269.47,133.47,140.17,273.63,131.77,139.51,271.27,131.3,254.07,385.37,189.13,240.12,429.25
Watermelon,..REGION XII (SOCCSKSARGEN),238.15,158,396.15,225,167.8,392.8,241,226.8,467.8,249.4,232.25,481.65,575.22,274.6,849.82
Watermelon,..BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM) 1/,39,12,51,25,12,37,25.3,12,37.3,25.5,27.19,52.69,31.14,26,57.14
Balimbing,..CORDILLERA ADMINISTRATIVE REGION (CAR),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Balimbing,..REGION I (ILOCOS REGION),5.57,5.52,5.57,5.29,5.14,5.29,5.14,5.14,5.14,5.14,2.15,5.14,2.17,1.76,2.17
Balimbing,..REGION II (CAGAYAN VALLEY),7.35,7.35,7.35,6.35,6.35,6.35,6.1,5.35,6.1,5.35,5.02,5.85,4.52,4.42,4.52
Balimbing,..REGION III (CENTRAL LUZON),2.15,2.32,2.32,1.52,1.52,1.52,1.47,1.47,1.47,1.47,3.06,3.06,1.73,1.73,1.73
Balimbing,..REGION IV-A (CALABARZON),0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.77,0.78,0.78
Balimbing,..MIMAROPA REGION,2.25,2.25,2.25,2.25,2.75,2.75,2.25,2.75,2.75,2.25,3.13,3.18,4.47,4.38,4.47
Balimbing,..REGION V (BICOL REGION),17,17.97,17.97,17,16.97,17.97,13,11.97,13.97,11.97,11.18,12,8.18,8.5,8.5
Balimbing,..REGION VI (WESTERN VISAYAS),36,35.4,36,36,35.6,36,35.7,35.9,35.9,34.9,35.9,35.9,26.9,25.7,26.9
Balimbing,..NEGROS ISLAND REGION (NIR) 2/,..,..,..,..,..,..,..,..,..,..,..,..,14.1,14.1,14.1
Balimbing,..REGION VII (CENTRAL VISAYAS),21.1,21.1,21.1,21.1,20.1,21.1,19.19,19.19,19.19,19.19,17.27,19.19,8.76,8.76,8.76
Balimbing,..REGION VIII (EASTERN VISAYAS),67.3,69.5,69.5,62.3,66,66.5,42.1,45.38,46.38,52.92,38.55,53.22,39.01,38.01,40.21
Balimbing,..REGION IX (ZAMBOANGA PENINSULA),25,25,25,24.25,22.25,24.25,24.25,24.25,24.25,22.55,24.25,24.25,24.25,22.25,24.25
Balimbing,..REGION X (NORTHERN MINDANAO),27.17,27.14,27.17,24.89,24.89,25.89,23.69,23.82,24.09,22.62,22.62,22.62,22.74,22.52,23.14
Balimbing,..REGION XI (DAVAO REGION),43.28,43.49,43.53,44.16,42.36,44.16,43.93,42.18,43.93,43.81,43.75,43.81,42.7,42.7,42.7
Balimbing,..REGION XII (SOCCSKSARGEN),13.25,12.5,13.25,13.1,13.1,13.1,12.6,12.65,12.65,12.65,11.6,12.65,11.62,11.5,11.62
Balimbing,..BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM) 1/,9.15,9.14,9.15,9.14,9.1,9.14,9.1,9,9.1,9,8.9,9,9.06,10.96,10.96
Avocado,..CORDILLERA ADMINISTRATIVE REGION (CAR),207.3,209.5,209.5,209,205.4,211,203.04,203.4,203.4,203.5,200.3,203.5,362.24,362.24,362.24
Avocado,..REGION I (ILOCOS REGION),249.75,249.75,249.75,249.75,250.25,250.75,249.25,250.25,250.25,248.6,237.22,249.25,236.72,235.72,236.72
Avocado,..REGION II (CAGAYAN VALLEY),750.02,750.52,750.52,752.52,750.52,752.52,746,746.52,746.52,747.85,748.52,748.52,745,747.85,747.85
Avocado,..REGION III (CENTRAL LUZON),162.72,163.72,163.72,162.72,163.61,163.61,162.89,162.89,162.89,163.39,165.89,165.89,165.39,165.89,165.89
Avocado,..REGION IV-A (CALABARZON),406,390.5,406,388.5,388.5,388.5,386.5,386.5,386.5,384.38,386.38,386.38,384.38,384.38,384.38
Avocado,..MIMAROPA REGION,294.51,292.57,294.94,291.7,285.29,292.82,285.37,285.94,286.22,290.12,282.47,300.44,293.1,269.54,297.66
Avocado,..REGION V (BICOL REGION),809.49,808,809.49,808.48,807,808.48,808.61,792.53,808.61,792.48,792.26,792.48,632.05,761.05,761.05
Avocado,..REGION VI (WESTERN VISAYAS),411.5,411.5,411.5,412.5,412.5,412.5,413.75,413.75,413.75,413.75,413.75,413.75,293.75,297.26,297.26
Avocado,..NEGROS ISLAND REGION (NIR) 2/,..,..,..,..,..,..,..,..,..,..,..,..,220.39,220.39,220.39
Avocado,..REGION VII (CENTRAL VISAYAS),363,361,363,360,355,360,344.75,344.75,344.75,350.5,345,350.5,235,235,235
Avocado,..REGION VIII (EASTERN VISAYAS),123.25,124.95,125.25,123.83,124.75,125.55,115.06,126.16,126.75,118.88,128.83,131.88,123.12,122.58,123.13
Avocado,..REGION IX (ZAMBOANGA PENINSULA),450,460,460,461,463,463,461.4,465,465,486.34,470,489.34,468,495,495
Avocado,..REGION X (NORTHERN MINDANAO),209.75,208.74,211.75,210.74,206.74,211.74,210.7,209.7,210.7,211.95,211.75,211.95,211.3,210.5,211.3
Avocado,..REGION XI (DAVAO REGION),143.48,142.9,143.73,142.82,142.9,142.9,143.4,143.15,143.4,143.1,143.15,143.15,143.15,143.15,143.15
Avocado,..REGION XII (SOCCSKSARGEN),217.95,218,218,240,260,260,270.03,303.03,303.03,303.5,322.8,333.5,336.2,338,338
Avocado,..BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM) 1/,85.4,84.8,85.4,84.85,84.8,84.85,85,84.85,85,84.8,84.85,84.85,84.46,85.66,85.66
Guava,..CORDILLERA ADMINISTRATIVE REGION (CAR),165,165,165,165,164,165,164,163.5,164,164,153.75,165.47,80.34,167.21,167.21
Guava,..REGION I (ILOCOS REGION),531,531,531,531,530,531,525.01,528.01,528.01,526.98,512,526.98,512.8,511.8,512.8
Guava,..REGION II (CAGAYAN VALLEY),390.9,389.3,390.9,386.86,356.45,388.86,377.65,338.95,377.95,368,373.15,373.15,210.15,365.55,367.15
Guava,..REGION III (CENTRAL LUZON),871.35,851.73,872.73,871.34,850.78,872.69,861.57,861.68,861.68,881.46,881.46,881.46,834.39,792.12,834.39
Guava,..REGION IV-A (CALABARZON),202.9,201.9,203.4,201.7,201.2,201.7,200.9,200.9,200.9,199.87,199.87,199.87,189.32,184.38,189.39
